tag_id,tag_short,antenna,start_dt,end_dt,duration_sec,date,device_id
999999999999000000001101,1101,1,2024-10-11 05:04:18.175,2024-10-11 05:10:33.041,374.866,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 07:00:01.059,2024-10-11 07:00:01.295,0.236,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 07:00:03.613,2024-10-11 07:00:07.074,3.461,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 07:00:09.381,2024-10-11 07:00:10.863,1.482,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 07:00:20.714,2024-10-11 07:00:24.424,3.71,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 07:00:26.173,2024-10-11 07:01:05.269,39.096,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 07:01:07.705,2024-10-11 07:01:55.784,48.079,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 07:01:57.534,2024-10-11 07:03:04.762,67.228,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 09:42:42.114,2024-10-11 09:42:47.011,4.897,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 09:49:44.673,2024-10-11 09:49:44.714,0.041,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 09:49:58.675,2024-10-11 09:49:58.955,0.28,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 09:50:11.764,2024-10-11 09:50:18.518,6.754,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 09:51:19.697,2024-10-11 09:51:20.416,0.719,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 09:51:22.668,2024-10-11 09:51:25.257,2.589,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 09:51:32.809,2024-10-11 09:51:32.902,0.093,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 09:51:35.507,2024-10-11 09:51:42.674,7.167,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 09:51:45.533,2024-10-11 09:51:47.145,1.612,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 09:52:00.161,2024-10-11 09:52:03.240,3.079,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 09:52:11.207,2024-10-11 09:52:11.246,0.039,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 09:52:13.174,2024-10-11 09:52:13.806,0.632,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 09:52:16.429,2024-10-11 09:52:18.392,1.963,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 09:52:36.006,2024-10-11 09:52:41.609,5.603,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 09:54:20.523,2024-10-11 09:54:23.374,2.851,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 09:54:29.993,2024-10-11 09:54:30.039,0.046,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 09:54:42.175,2024-10-11 09:54:44.032,1.857,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 09:54:49.518,2024-10-11 09:54:50.262,0.744,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 09:55:04.035,2024-10-11 09:55:06.355,2.32,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 09:55:32.709,2024-10-11 09:55:33.008,0.299,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 09:55:37.564,2024-10-11 09:55:44.280,6.716,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 09:55:46.161,2024-10-11 09:55:47.046,0.885,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 10:09:17.290,2024-10-11 10:09:20.706,3.416,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 13:06:38.454,2024-10-11 13:06:43.395,4.941,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 13:06:56.383,2024-10-11 13:06:56.614,0.231,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 13:07:04.445,2024-10-11 13:07:04.809,0.364,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 13:07:33.173,2024-10-11 13:07:36.748,3.575,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 13:07:45.293,2024-10-11 13:07:45.391,0.098,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 13:07:52.653,2024-10-11 13:07:53.039,0.386,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 13:07:55.807,2024-10-11 13:07:55.851,0.044,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 13:07:57.968,2024-10-11 13:08:38.350,40.382,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 13:08:40.240,2024-10-11 13:08:46.673,6.433,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 13:08:50.543,2024-10-11 13:09:06.816,16.273,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 13:09:12.555,2024-10-11 13:09:23.171,10.616,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 13:09:25.012,2024-10-11 13:14:45.889,320.877,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 13:24:55.497,2024-10-11 13:24:55.762,0.265,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 13:25:01.671,2024-10-11 13:25:14.724,13.053,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 13:25:18.206,2024-10-11 13:25:31.479,13.273,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 13:25:34.740,2024-10-11 13:25:35.785,1.045,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 13:25:58.320,2024-10-11 13:26:13.098,14.778,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 13:26:18.765,2024-10-11 13:26:26.159,7.394,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 13:28:28.594,2024-10-11 13:28:57.433,28.839,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 13:28:59.125,2024-10-11 13:28:59.222,0.097,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 17:11:45.437,2024-10-11 17:12:42.043,56.606,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 17:12:48.368,2024-10-11 17:12:50.861,2.493,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 17:12:54.578,2024-10-11 17:12:55.833,1.255,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 21:42:45.358,2024-10-11 21:42:45.603,0.245,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 21:42:47.005,2024-10-11 21:42:47.900,0.895,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 21:42:49.968,2024-10-11 21:43:33.134,43.166,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 21:43:35.428,2024-10-11 21:43:40.820,5.392,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 21:43:45.607,2024-10-11 21:43:48.218,2.611,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 21:44:33.423,2024-10-11 21:44:33.512,0.089,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 21:50:36.703,2024-10-11 21:50:40.015,3.312,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 21:50:50.009,2024-10-11 21:51:39.683,49.674,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 21:51:42.145,2024-10-11 21:51:43.704,1.559,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 21:51:47.079,2024-10-11 21:51:53.660,6.581,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 22:12:53.814,2024-10-11 22:14:03.067,69.253,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 22:14:05.558,2024-10-11 22:14:09.504,3.946,2024-10-11,d4a7af59e92892fb
999999999999000000001101,1101,1,2024-10-11 22:14:12.185,2024-10-11 22:14:21.507,9.322,2024-10-11,d4a7af59e92892fb
